9986,2022,993021,10/07/2022 15:51:50
9997,2022,994198,10/07/2022 15:51:51
9982,2022,992429,10/07/2022 15:51:52
9981,2022,993068,10/07/2022 15:51:53
9986,2022,993965,10/07/2022 15:51:54
9992,2022,997158,10/07/2022 15:51:55
9990,2022,994073,10/07/2022 15:51:56
9997,2022,994018,10/07/2022 15:51:57
9986,2022,994620,10/07/2022 15:51:58
9994,2022,992479,10/07/2022 15:51:59
9990,2022,992256,10/07/2022 15:57:58
9995,2022,996715,10/07/2022 15:57:59
9991,2022,991928,10/07/2022 15:58:00
9998,2022,992958,10/07/2022 15:58:01
9990,2022,996292,10/07/2022 15:58:02
9996,2022,997680,10/07/2022 15:58:03
9996,2022,992375,10/07/2022 15:58:04
9987,2022,994057,10/07/2022 15:58:05
9982,2022,991687,10/07/2022 15:58:06
9985,2022,991028,10/07/2022 15:58:07
9981,2022,991749,10/07/2022 15:59:58
9984,2022,998477,10/07/2022 15:59:59
9981,2022,993145,10/07/2022 16:00:00
9989,2022,998645,10/07/2022 16:00:01
9985,2022,995804,10/07/2022 16:00:03
9985,2022,992220,10/07/2022 16:00:03
9990,2022,992181,10/07/2022 16:00:04
9985,2022,996118,10/07/2022 16:00:05
9988,2022,995704,10/07/2022 16:00:06
9992,2022,995175,10/07/2022 16:00:07
9989,2022,991530,10/07/2022 16:04:46
9994,2022,998248,10/07/2022 16:04:47
9988,2022,997132,10/07/2022 16:04:48
9998,2022,993593,10/07/2022 16:04:49
9995,2022,993616,10/07/2022 16:04:50
9991,2022,993537,10/07/2022 16:04:51
9988,2022,997860,10/07/2022 16:04:52
9981,2022,996881,10/07/2022 16:04:53
9989,2022,994376,10/07/2022 16:04:54
9990,2022,991539,10/07/2022 16:04:55
9989,2022,998198,10/07/2022 16:07:22
9995,2022,994680,10/07/2022 16:07:23
9983,2022,998286,10/07/2022 16:07:24
9998,2022,999892,10/07/2022 16:07:25
9980,2022,997395,10/07/2022 16:07:26
9998,2022,997799,10/07/2022 16:07:27
9987,2022,993189,10/07/2022 16:07:28
9998,2022,994331,10/07/2022 16:07:29
9988,2022,993092,10/07/2022 16:07:30
9983,2022,991978,10/07/2022 16:07:31
9982,2022,995389,10/07/2022 16:17:57
9990,2022,992838,10/07/2022 16:17:58
9986,2022,996473,10/07/2022 16:17:59
9987,2022,992964,10/07/2022 16:18:00
9983,2022,995918,10/07/2022 16:18:01
9988,2022,994314,10/07/2022 16:18:02
9992,2022,997764,10/07/2022 16:18:03
9991,2022,996864,10/07/2022 16:18:04
9987,2022,991534,10/07/2022 16:18:05
9995,2022,996920,10/07/2022 16:18:06
9987,2022,992762,10/10/2022 23:16:06
9990,2022,991691,10/10/2022 23:16:06
9987,2022,991155,10/10/2022 23:16:22
9985,2022,994441,10/10/2022 23:16:23
9991,2022,998139,10/10/2022 23:34:34
9998,2022,998051,10/10/2022 23:34:44
9996,2022,999440,10/10/2022 23:34:54
9983,2022,992424,10/10/2022 23:35:04
9983,2022,994528,10/10/2022 23:35:14
9995,2022,999182,10/10/2022 23:35:24
9992,2022,991169,10/10/2022 23:35:34
9980,2022,996143,10/10/2022 23:35:44
9996,2022,993374,10/10/2022 23:35:54
9987,2022,993772,10/10/2022 23:36:04
9990,2022,991053,10/10/2022 23:36:14
9980,2022,997426,10/10/2022 23:36:24
9993,2022,997659,10/10/2022 23:36:34
9983,2022,997206,10/10/2022 23:36:44
9985,2022,999201,10/10/2022 23:36:54
9980,2022,995686,10/10/2022 23:37:04
9985,2022,994661,10/10/2022 23:37:14
9995,2022,991837,10/10/2022 23:37:24
9988,2022,998358,10/10/2022 23:37:34
9981,2022,991829,10/10/2022 23:37:44
9984,2022,995515,10/10/2022 23:37:54
9997,2022,998213,10/10/2022 23:38:04
9984,2022,994880,10/10/2022 23:38:14
9996,2022,998831,10/10/2022 23:38:24
9992,2022,995213,10/10/2022 23:38:34
9989,2022,996213,10/10/2022 23:38:44
9987,2022,991367,10/10/2022 23:38:54
9993,2022,998261,10/10/2022 23:39:04
9983,2022,992753,10/10/2022 23:39:14
9983,2022,996894,10/10/2022 23:39:24
9994,2022,995565,10/10/2022 23:39:34
9991,2022,993533,10/10/2022 23:39:44
9980,2022,996868,10/10/2022 23:39:54
9992,2022,991399,10/10/2022 23:40:04
9987,2022,992529,10/10/2022 23:40:14
9991,2022,992713,10/10/2022 23:40:24
9980,2022,996843,10/10/2022 23:40:34
